PRIMKEY,COUNTRY,FIPSCODE,COWCODE,CONTCODE,SITENUM,NAME,LAT,LONG,RES,RESINFO,LOCSOURCE,FIELDINFO,DISC,DISCPRES,PROD,PRODPRES,OTHERINFO,SOURCEINFO,VERSION
CA020PET,Canada,CA,20,5,20,Algonquin Arch-Michigan Basin,42.92,-80.03,PET,gas,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",3,-9999,3,-9999,3,Several gas fields - no further information available,"Petroleum Economist, 2003",1.2
CA018PET,Canada,CA,20,5,18,Williston Basin,49.65,-102.57,PET,oil,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",1,1950,1,1955,2,Steelman field found in 1950 - Alida field under production at least since 1955,"Anonymous, 2001 - Enbridge Pipelines (Saskatchewan) Inc., 2002 - Petroleum Economist, 2003",1.2
CA013PET,Canada,CA,20,5,13,Alberta Basin,55.91,-111.77,PET,oil,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",3,-9999,3,-9999,3,no information available - fields could not be identified,"Petroleum Economist, 2003",1.2
CA012PET,Canada,CA,20,5,12,Alberta Basin,56.56,-116.74,PET,oil,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",2,1945,1,1945,1,Peace River field discovered in 1916 and production was shut down in 2003 after 83 years work,"Geo-Help Inc, 2004 - Petroleum Economist, 2003",1.2
CA010PET,Canada,CA,20,5,10,Alberta Basin,58.84,-120.09,PET,oil and gas,"Earth Sciences and Resources Institute, 1995 - Klett et al., 1997",1,1965,1,-9999,3,Rainbow Lake field discovered in 1965 and Zama field in 1966,"Anonymous, 2001 - Zama Community Library, year unknown",1.2
CA008PET,Canada,CA,20,5,8,Mackenzie Foldbelt,60.00,-126.00,PET,oil and gas,"Earth Sciences and Resources Institute, 1995 - Klett et al., 1997",1,1965,1,-9999,3,Rainbow field found in 1965,"Earth Sciences and Resources Institute, 1995 - Anonymous, 2001",1.2
CA009PET,Canada,CA,20,5,9,Alberta Basin,60.03,-117.88,PET,gas,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",3,-9999,3,-9999,3,Cameron River field - no further information available,"Petroleum Economist, 2003",1.2
CA006PET,Canada,CA,20,5,6,Mackenzie Delta,69.12,-133.45,PET,gas,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",2,1972,1,-9999,4,Parsons Lake field found in 1972,"Mackenzie Gas Project, 2004b - Petroleum Economist, 2003",1.2
CA005PET,Canada,CA,20,5,5,Mackenzie Delta,69.24,-135.25,PET,oil and gas,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",2,1971,1,-9999,4,Taglu field discovered in 1971 - Taglu and Niglintak fields expected to go online in 2009,"Kulke, 1995 - Mackenzie Gas Project, 2004a - Mackenzie Gas Project, 2004c - Petroleum Economist, 2003",1.2
CA001PET,Canada,CA,20,5,1,Sverdrup Basin,76.36,-109.73,PET,gas,"Earth Sciences and Resources Institute, 1995 - AINC-INAC, year unknown - Klett et al., 1997",2,1972,1,-9999,4,Hecla field discovered in 1972,"Earth Sciences and Resources Institute, 1995 - AINC-INAC_1, year unknown",1.2
CA016PET,Canada,CA,20,5,16,Rocky Mountain Deformed Belt,50.53,-114.62,PET,oil and gas,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",1,1945,1,1945,1,Turner Valley field found in 1913 and production commenced in 1914,"Anonymous, 2001 - Government of Alberta, 2004 - Petroleum Economist, 2003",1.2
CA015PET,Canada,CA,20,5,15,Rocky Mountain Deformed Belt,55.04,-121.11,PET,gas,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",3,-9999,3,-9999,3,no information available - fields could not be identified,"Petroleum Economist, 2003",1.2
CA014PET,Canada,CA,20,5,14,Alberta Basin,54.93,-120.25,PET,gas,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",3,-9999,3,-9999,3,Grizzly field - no further information available,"Petroleum Economist, 2003",1.2
CA011PET,Canada,CA,20,5,11,Alberta Basin,53.83,-114.64,PET,oil and gas,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",1,1945,1,1947,1,Oil discovered in the Wainwright area discovered in 1923  - Leduc field came on stream in 1947,"Geo-Help Inc, 2004 - Town of Wainwright, year unknown - CPIC Draft BII, 2003",1.2
CA017PET,Canada,CA,20,5,17,Williston Basin,50.62,-109.57,PET,oil and gas,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",1,1945,1,1945,1,Gas discovered in 1883 near Medicine Hat and first production commenced in 1901 in that area,"Geo-Help Inc, 2004 - Petroleum Economist, 2003",1.2
US091PET,United States of Ameri,US,2,5,91,Florida Peninsula,26.15,-81.36,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",1,1945,1,1945,1,Sunniland field discovered in 1943 and came on stream in the same year,"Pollastro, 1995 - Museum of Florida History, 2003 - Petroleum Economist, 2003",1.2
US074PET,United States of Ameri,US,2,5,74,Western Gulf,29.55,-89.81,PET,oil and gas,"Earth Sciences and Resources Institute, 1995 - BrainyMedia.com, 2004 - Klett et al., 1997",3,1945,1,-9999,3,Bastian Bay field found in 1941,"Earth Sciences and Resources Institute, 1995",1.2
US073PET,United States of Ameri,US,2,5,73,Western Gulf,29.99,-89.72,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,gas fields - fields could not be identified due to the high concentration in that area - no further information available,"Petroleum Economist, 2003",1.2
US071PET,United States of Ameri,US,2,5,71,Louisiana-Mississippi Salt Ba,30.48,-87.63,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,gas field - field could not be identified due to the high concentration in that area - no further information available,"Petroleum Economist, 2003",1.2
US070PET,United States of Ameri,US,2,5,70,Louisiana-Mississippi Salt Ba,31.03,-87.20,PET,oil and gas,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,oil and gas fields - fields could not be identified due to the high concentration in that area - no further information available,"Petroleum Economist, 2003",1.2
US069PET,United States of Ameri,US,2,5,69,Louisiana-Mississippi Salt Ba,31.41,-88.19,PET,oil and gas,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,oil and gas fields - fields could not be identified due to the high concentration in that area - no further information available,"Petroleum Economist, 2003",1.2
US068PET,United States of Ameri,US,2,5,68,Louisiana-Mississippi Salt Ba,31.69,-89.82,PET,oil and gas,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,oil and gas fields - fields could not be identified due to the high concentration in that area - no further information available,"Petroleum Economist, 2003",1.2
US044PET,United States of Ameri,US,2,5,44,Northern Arizona,35.16,-109.92,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,gas field - no further information available,"Petroleum Economist, 2003",1.2
US079PET,United States of Ameri,US,2,5,79,Appalachian Basin,35.14,-85.89,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,gas fields - no further information available,"Petroleum Economist, 2003",1.2
US046PET,United States of Ameri,US,2,5,46,Palo Duro Basin,35.83,-102.97,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,gas fields - no further information available,"Petroleum Economist, 2003",1.2
US045PET,United States of Ameri,US,2,5,45,Raton Basin-Rio Grande Uplift,36.56,-103.11,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",2,1945,1,1945,1,Garcia field under production from 1896 to 1943,"Keighin, 1995",1.2
US042PET,United States of Ameri,US,2,5,42,San Juan Basin,36.67,-106.49,PET,gas,"Earth Sciences and Resources Institute, 1995 - Huffman, 1995b - Klett et al., 1997",3,1945,1,-9999,3,Blanco-Basin field found in 1927,"Earth Sciences and Resources Institute, 1995",1.2
US036PET,United States of Ameri,US,2,5,36,Denver Basin,37.98,-104.22,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,oil field - no further information available,"Petroleum Economist, 2003",1.2
US089PET,United States of Ameri,US,2,5,89,Illinois Basin,39.46,-90.73,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,gas fields - no further information available,"Petroleum Economist, 2003",1.2
US087PET,United States of Ameri,US,2,5,87,Illinois Basin,39.77,-87.23,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,oil field - no further information available,"Petroleum Economist, 2003",1.2
US035PET,United States of Ameri,US,2,5,35,Denver Basin,40.08,-105.38,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,gas fields - no further information available,"Petroleum Economist, 2003",1.2
US009PET,United States of Ameri,US,2,5,9,Northern Coastal,40.58,-124.01,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",1,1945,1,1945,1,Tompkins Hill field under production since 1937,"Stanley, 1995",1.2
US077PET,United States of Ameri,US,2,5,77,Michigan Basin,41.27,-84.89,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,oil field - field could not be identified due to the high concentration in that area - no further information available,"Petroleum Economist, 2003",1.2
US076PET,United States of Ameri,US,2,5,76,Michigan Basin,42.14,-83.43,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,oil field - field could not be identified due to the high concentration in that area - no further information available,"Petroleum Economist, 2003",1.2
US075PET,United States of Ameri,US,2,5,75,Michigan Basin,43.04,-85.08,PET,oil and gas,"Petroleum Economist, 2003 - Klett et al., 1997",1,1945,1,1945,1,Port Huron field commenced production in 1886,"Dolton, 1995",1.2
US027PET,United States of Ameri,US,2,5,27,Powder River Basin,45.01,-106.99,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,oil fields - fields could not be identified due to the high concentration in that area - no further information available,"Petroleum Economist, 2003",1.2
US008PET,United States of Ameri,US,2,5,8,Western Oregon-Washington,46.11,-123.11,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",1,1979,1,1984,2,Mist field found in 1979 and eleven pools under production in 1984,"Johnson et al., 1995",1.2
US021PET,United States of Ameri,US,2,5,21,Williston Basin,47.34,-104.45,PET,oil and gas,"Petroleum Economist, 2003 - Klett et al., 1997",1,1945,1,1945,1,gas discovered in 1916 and was subsequently developed,"Peterson, 1995",1.2
US022PET,United States of Ameri,US,2,5,22,Williston Basin,48.53,-102.62,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,oil fields - no further information available,"Petroleum Economist, 2003",1.2
US007PET,United States of Ameri,US,2,5,7,Southern Alaska,60.21,-151.09,PET,oil and gas,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",1,1957,1,1958,1,Swanson River field discovered in 1957 and was put into production in 1958 - Kenai field found in 1959,"Ryherd, 2003 - Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003",1.2
US006PET,United States of Ameri,US,2,5,6,Northern Alaska,69.35,-152.40,PET,oil and gas,"Petroleum Economist, 2003 - Klett et al., 1997",2,1946,1,-9999,4,Umiat field found in 1946 - in 1998 no production had occurred yet,"Magoon et al., year unknown - NPRA, 1998 - Petroleum Economist, 2003",1.2
US005PET,United States of Ameri,US,2,5,5,Northern Alaska,69.49,-147.69,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",2,1969,1,-9999,4,Kavik field discovered in 1969 - in 1998 no production had occurred yet,"Magoon et al., year unknown - NPRA, 1998 - Petroleum Economist, 2003",1.2
US004PET,United States of Ameri,US,2,5,4,Northern Alaska,69.94,-143.78,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",2,1975,1,-9999,4,Flaxman Island field found in 1975 and Point Thomson in the same year - in 2001 no production had occurred yet,"Earth Sciences and Resources Institute, 1995 - Nelson, 2001 - NPRA, 1998 - Petroleum Economist, 2003",1.2
US003PET,United States of Ameri,US,2,5,3,Northern Alaska,70.24,-149.63,PET,oil and gas,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",1,1967,1,1977,1,Prudhoe Bay field discovered in 1967 and came on stream in 1977,"Earth Sciences and Resources Institute, 1995 - BP Exploration (Alaska) Inc., 2001 - NPRA, 1998 - Petroleum Economis",1.2
US002PET,United States of Ameri,US,2,5,2,Northern Alaska,70.73,-155.60,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",2,1950,1,-9999,4,Simpson field found in 1950 - in 1998 no production had occurred yet,"Magoon et al., year unknown - NPRA, 1998 - Petroleum Economist, 2003",1.2
US001PET,United States of Ameri,US,2,5,1,Northern Alaska,70.96,-156.94,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",1,1949,1,1950,1,Barrow field discovered in 1949 and commenced production in 1950,"Magoon et al., year unknown - NPRA, 1998 - Petroleum Economist, 2003",1.2
US026PET,United States of Ameri,US,2,5,26,Powder River Basin,45.77,-107.61,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,gas field - field could not be identified due to the high concentration in that area - no further information available,"Petroleum Economist, 2003",1.2
US018PET,United States of Ameri,US,2,5,18,North-Central Montana,47.69,-109.69,PET,oil and gas,"Petroleum Economist, 2003 - Klett et al., 1997",1,1945,1,1945,1,Bowdoin field discovered in 1913 and under production since 1929 - Cutbank field found in 1926,"Dyman, 1995",1.2
US023PET,United States of Ameri,US,2,5,23,Williston Basin,46.82,-107.47,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,oil field - field could not be identified due to the high concentration in that area - no further information available,"Petroleum Economist, 2003",1.2
US019PET,United States of Ameri,US,2,5,19,North-Central Montana,48.67,-107.38,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,gas field - no further information available,"Petroleum Economist, 2003",1.2
US020PET,United States of Ameri,US,2,5,20,Williston Basin,48.55,-106.94,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,gas field - no further information available,"Petroleum Economist, 2003",1.2
US024PET,United States of Ameri,US,2,5,24,Williston Basin,45.15,-104.69,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,oil field - field could not be identified due to the high concentration in that area - no further information available,"Petroleum Economist, 2003",1.2
US025PET,United States of Ameri,US,2,5,25,Southwest Montana,45.70,-109.12,PET,oil and gas,"Petroleum Economist, 2003 - Klett et al., 1997",1,1945,1,1970,2,Dry Creek field discovered in 1929 and production in the basin at least since 1970,"Perry, 1995b",1.2
US028PET,United States of Ameri,US,2,5,28,Powder River Basin,43.88,-105.65,PET,oil and gas,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",1,1945,1,1945,1,Salt Creek field found in 1906/1908 and under production at least since 1911,"Earth Sciences and Resources Institute, 1995 - Flores et al., 2001 - Dolton et al., 1995",1.2
US029PET,United States of Ameri,US,2,5,29,Big Horn Basin,44.30,-108.74,PET,oil and gas,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",1,1945,1,1945,1,"Garland field discovered in 1906, Greybull field in 1907 and Elk Basin field in 1915 - Elk Basin field came online in 1915","Earth Sciences and Resources Institute, 1995 - Fox et al., 1995a - Huson et al., 2001",1.2
US030PET,United States of Ameri,US,2,5,30,Wind River Basin,43.06,-108.22,PET,oil and gas,"Petroleum Economist, 2003 - Klett et al., 1997",1,1945,1,1945,1,Dallas Dome field found in 1883/4 and came on stream in the same years,"Roberts et al., 2004 - Fox et al., 1995b - Wyoming Energy Commission, 2002",1.2
US033PET,United States of Ameri,US,2,5,33,Wyoming Thrust Belt,41.76,-111.00,PET,oil and gas,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",1,1975,1,1986,1,Pineview field discovered in 1975 and Whitney Canyon field was put into production in 1986,"Powers, 1995 - Supreme Court of Wyoming, 2000",1.2
US031PET,United States of Ameri,US,2,5,31,Southwestern Wyoming,41.57,-108.46,PET,oil and gas,"Petroleum Economist, 2003 - Klett et al., 1997",1,1945,1,1945,1,Lost Soldier field discovered in 1916 and Rock River field commenced production in 1918,"Law, 1995 - Anonymous, 2003a",1.2
US039PET,United States of Ameri,US,2,5,39,Park Basins,40.42,-106.66,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",1,1945,1,1945,1,Sherman field found in 1926 and oil production commenced in the same year,"Wandrey et al., 1995",1.2
US032PET,United States of Ameri,US,2,5,32,Southwestern Wyoming,41.40,-105.39,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,oil field - field could not be identified due to the high concentration in that area - no further information available,"Petroleum Economist, 2003",1.2
US034PET,United States of Ameri,US,2,5,34,Denver Basin,41.04,-104.31,PET,oil and gas,"Petroleum Economist, 2003 - Klett et al., 1997",1,1945,2,-9999,3,Greasewood field found in 1930,"Higley et al., 1995",1.2
US037PET,United States of Ameri,US,2,5,37,Eastern Great Basin,40.17,-111.61,PET,oil and gas,"Petroleum Economist, 2003 - Klett et al., 1997",1,1954,1,1954,1,Eagle Springs field discovered in 1954 and came on stream in the same year,"Peterson et al., 1995 - Anonymous, 2001",1.2
US038PET,United States of Ameri,US,2,5,38,Uinta-Piceance Basins,39.99,-109.69,PET,oil and gas,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",1,1945,1,-9999,3,White River field found in 1890,"Spencer, 1995",1.2
US040PET,United States of Ameri,US,2,5,40,Paradox Basin,37.33,-109.58,PET,oil and gas,"Petroleum Economist, 2003 - Klett et al., 1997",1,1956,1,-9999,3,Aneth field discovered in 1956 and Lone Canyon field in 1962,"Huffman, 1995a",1.2
US043PET,United States of Ameri,US,2,5,43,Northern Arizona,36.48,-109.50,PET,oil and gas,"Petroleum Economist, 2003 - Klett et al., 1997",1,1954,1,1958,2,oil was found in 1954 and the first production in Arizona took place in 1958,"Rauzi, 2001 - Anonymous, 2001 - Petroleum Economist, 2003",1.2
US041PET,United States of Ameri,US,2,5,41,San Juan Basin,36.59,-108.24,PET,oil and gas,"Petroleum Economist, 2003 - Klett et al., 1997",1,1945,1,-9999,3,"Seven Lakes field found in 1911, Red Mesa field in 1924 and Aztec field in 1926","Huffman, 1995b",1.2
US010PET,United States of Ameri,US,2,5,10,Sacramento Basin,38.71,-121.59,PET,gas,"Earth Sciences and Resources Institute, 1995 - Petroleum Economist, 2003 - Klett et al., 199",1,1945,1,-9999,3,Rio Vista field found in 1936,"Earth Sciences and Resources Institute, 1995 - EIA, 2002k",1.2
US011PET,United States of Ameri,US,2,5,11,Klamath-Sierra Nevada,39.72,-121.37,PET,gas,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,gas field - no further information available,"Petroleum Economist, 2003",1.2
US012PET,United States of Ameri,US,2,5,12,Klamath-Sierra Nevada,34.94,-118.84,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,oil field - no further information available,"Petroleum Economist, 2003",1.2
US015PET,United States of Ameri,US,2,5,15,Santa Maria Basin,34.93,-120.33,PET,oil,"Petroleum Economist, 2003 - Klett et al., 1997",1,1945,1,1945,1,Orcutt field discovered in 1901 - production in the Orcutt Hills at least since the 1920s,"Tennyson, 1995 - County of Santa Barbara, 2002",1.2
